iata_code,ident,gps_code,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,type
HMG,YHMB,YHMB,Hermannsburg Airport,-23.93000030517578,132.80499267578125,593,OC,AU,AU-NT,,small_airport
HMI,ZWHM,ZWHM,Hami Airport,42.8414,93.669197,2703,AS,CN,CN-65,Hami,medium_airport
HMJ,UKLH,UKLH,Khmelnytskyi Airport,49.359699,26.933399,1150,EU,UA,UA-68,Khmelnytskyi,medium_airport
HMN,KHMN,KHMN,Holloman Air Force Base,32.8525009155,-106.107002258,4093,NA,US,US-NM,Alamogordo,large_airport
HMO,MMHO,MMHO,General Ignacio P. Garcia International Airport,29.095899581900003,-111.047996521,627,NA,MX,MX-SON,Hermosillo,large_airport
HMR,ENHA,ENHA,Stafsberg Airport,60.81809997558594,11.067999839782715,713,EU,NO,NO-04,Hamar,small_airport
HMT,KHMT,KHMT,Hemet Ryan Airport,33.7340011597,-117.023002625,1512,NA,US,US-CA,Hemet,small_airport
HMV,ESUT,ESUT,Hemavan Airport,65.806099,15.0828,1503,EU,SE,SE-AC,Hemavan,medium_airport
HMY,RKTP,RKTP,Seosan Air Base,36.703999,126.486,39,AS,KR,KR-44,Seosan,small_airport
HNA,RJSI,RJSI,Hanamaki Airport,39.4286003112793,141.13499450683594,297,AS,JP,JP-03,,medium_airport
HNB,KHNB,KHNB,Huntingburg Airport,38.2490005493,-86.95369720459999,529,NA,US,US-IN,Huntingburg,small_airport
HNC,KHSE,KHSE,Billy Mitchell Airport,35.232799530029,-75.617797851562,17,NA,US,US-NC,Hatteras,small_airport
HND,RJTT,RJTT,Tokyo Haneda International Airport,35.552299,139.779999,35,AS,JP,JP-13,Ota Tokyo,large_airport
HNH,PAOH,PAOH,Hoonah Airport,58.0961,-135.410111,19,NA,US,US-AK,Hoonah,small_airport
HNI,AYHE,AYHE,Heiweni Airport,-7.4223,146.4276,3480,OC,PG,PG-MPL,Heiweni,small_airport
HNL,PHNL,PHNL,Daniel K Inouye International Airport,21.32062,-157.924228,13,NA,US,US-HI,Honolulu,large_airport
HNM,PHHN,PHHN,Hana Airport,20.79560089111328,-156.01400756835938,78,NA,US,US-HI,Hana,medium_airport
HNN,AYHH,AYHH,Honinabi Airport,-16.2457,142.1771,452,OC,PG,PG-WPD,Honinabi,small_airport
HNS,PAHN,PAHN,Haines Airport,59.24380111694336,-135.5240020751953,15,NA,US,US-AK,Haines,medium_airport
HNY,ZGHY,ZGHY,Hengyang Nanyue Airport,26.9053,112.627998,,AS,CN,CN-43,Hengyang,small_airport
HOA,HKHO,HKHO,Hola Airport,-1.5219999551773071,40.00400161743164,195,AF,KE,KE-300,Hola,small_airport
HOB,KHOB,KHOB,Lea County Regional Airport,32.6875,-103.2170029,3661,NA,US,US-NM,Hobbs,medium_airport
HOC,AYOK,AYOK,Komako Airport,-7.3984,145.8827,3960,OC,PG,PG-GPK,Komako,small_airport
HOD,OYHD,OYHD,Hodeidah International Airport,14.753000259399414,42.97629928588867,41,AS,YE,YE-HU,Hodeida,medium_airport
HOE,VLHS,VLHS,Ban Huoeisay Airport,20.2572994232,100.43699646,1380,AS,LA,LA-BK,Huay Xai,small_airport
HOF,OEAH,OEAH,Al Ahsa Airport,25.28529930114746,49.485198974609375,588,AS,SA,SA-04,,medium_airport
HOG,MUHG,MUHG,Frank Pais International Airport,20.785600662231445,-76.31510162353516,361,NA,CU,CU-11,Holguin,medium_airport
HOH,LOIH,LOIH,Hohenems-Dornbirn Airfield,47.384998,9.7,1352,EU,AT,AT-8,Hohenems / Dornbirn,small_airport
HOI,NTTO,NTTO,Hao Airport,-18.074800491333008,-140.9459991455078,10,OC,PF,PF-U-A,,medium_airport
HOK,YHOO,YHOO,Hooker Creek Airport,-18.3367004395,130.638000488,320,OC,AU,AU-NT,Lajamanu,small_airport
HOM,PAHO,PAHO,Homer Airport,59.645599365234375,-151.4770050048828,84,NA,US,US-AK,Homer,medium_airport
HON,KHON,KHON,Huron Regional Airport,44.38520050048828,-98.22850036621094,1289,NA,US,US-SD,Huron,medium_airport
HOO,HOO,,Nhon Co Airfield,11.9787,107.5638,2270,AS,VN,VN-U-A,Quang Duc,small_airport
HOP,KHOP,KHOP,Campbell AAF (Fort Campbell) Air Field,36.668598175,-87.49620056150002,573,NA,US,US-KY,Fort Campbell/Hopkinsville,medium_airport
HOQ,EDQM,EDQM,Hof-Plauen Airport,50.288612365722656,11.856389045715332,1959,EU,DE,DE-BY,Hof,medium_airport
HOR,LPHR,LPHR,Horta Airport,38.519901275634766,-28.715900421142578,118,EU,PT,PT-20,Horta,medium_airport
HOS,SAHC,SAHC,Chos Malal Airport,-37.444698333699996,-70.2225036621,2788,SA,AR,AR-Q,Chos Malal,small_airport
HOT,KHOT,KHOT,Memorial Field,34.47800064086914,-93.09619903564453,540,NA,US,US-AR,Hot Springs,medium_airport
HOU,KHOU,KHOU,William P Hobby Airport,29.64539909,-95.27890015,46,NA,US,US-TX,Houston,large_airport
HOV,ENOV,ENOV,Ã˜rsta-Volda Airport Hovden,62.180000305176,6.0741000175476,243,EU,NO,NO-15,Ã˜rsta,medium_airport
HOX,VYHL,VYHL,Hommalinn Airport,24.899599075317383,94.91400146484375,534,AS,MM,MM-01,Hommalinn,small_airport
HPA,NFTL,NFTL,Lifuka Island Airport,-19.777000427246094,-174.34100341796875,31,OC,TO,TO-02,Lifuka,medium_airport
HPB,PAHP,PAHP,Hooper Bay Airport,61.52389908,-166.1470032,13,NA,US,US-AK,Hooper Bay,medium_airport
HPE,YHPV,YHPV,Hope Vale Airport,-15.2923,145.1035,228,OC,AU,AU-QLD,Hope Vale,small_airport
HPG,ZHSN,ZHSN,Shennongjia Hongping Airport,31.626,110.34,8365,AS,CN,CN-42,Shennongjia,medium_airport
HPH,VVCI,VVCI,Cat Bi International Airport,20.819400787353516,106.7249984741211,6,AS,VN,VN-61,Haiphong,medium_airport
HPN,KHPN,KHPN,Westchester County Airport,41.06700134277344,-73.70760345458984,439,NA,US,US-NY,White Plains,medium_airport
HPT,KHPT,KHPT,Hampton Municipal Airport,42.7237014771,-93.22630310059999,1176,NA,US,US-IA,Hampton,small_airport
HPV,HI01,HI01,Princeville Airport,22.209199905400002,-159.445999146,344,NA,US,US-HI,Hanalei,small_airport
HPY,KHPY,KHPY,Baytown Airport,29.786100387599998,-94.95269775390001,34,NA,US,US-TX,Baytown,small_airport
HQM,KHQM,KHQM,Bowerman Airport,46.971199035599994,-123.93699646,18,NA,US,US-WA,Hoquiam,medium_airport
HRA,PK-HRA,,Mansehra Airport,34.33332061767578,73.20020294189453,3530,AS,PK,PK-NW,Mansehra,small_airport
HRB,ZYHB,ZYHB,Taiping Airport,45.6234016418457,126.25,457,AS,CN,CN-23,Harbin,large_airport
HRC,HRC,,Sary Su Airport,48.3974,70.1915,1307,AS,KZ,KZ-KAR,Zhayrem,small_airport
HRE,FVHA,FVRG,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,4887,AF,ZW,ZW-HA,Harare,large_airport
HRG,HEGN,HEGN,Hurghada International Airport,27.178300857543945,33.799400329589844,52,AF,EG,EG-BA,Hurghada,large_airport
HRI,VCRI,VCRI,Mattala Rajapaksa International Airport,6.284467,81.124128,157,AS,LK,LK-3,,large_airport
HRK,UKHH,UKHH,Kharkiv International Airport,49.924800872802734,36.290000915527344,508,EU,UA,UA-63,Kharkiv,large_airport
HRL,KHRL,KHRL,Valley International Airport,26.228500366210938,-97.65440368652344,36,NA,US,US-TX,Harlingen,medium_airport
HRM,DAFH,DAFH,Hassi R'Mel Airport,32.93040084838867,3.311539888381958,2540,AF,DZ,DZ-03,,medium_airport
HRO,KHRO,KHRO,Boone County Airport,36.26150131225586,-93.15470123291016,1365,NA,US,US-AR,Harrison,medium_airport
HRR,SK-422,,Herrera Airport,3.216667,-75.85,5740,SA,CO,CO-TOL,Campina,small_airport
HRS,FAHR,FAHR,Harrismith Airport,-28.23509979248047,29.106199264526367,5585,AF,ZA,ZA-FS,Harrismith,medium_airport
HRT,EGXU,EGXU,RAF Linton-On-Ouse,54.0489006042,-1.2527500391,53,EU,GB,GB-ENG,Linton-On-Ouse,medium_airport
HRY,YHBY,YHBY,Henbury Airport,-24.584,133.236,,OC,AU,AU-NT,,small_airport
HRZ,SSHZ,SSHZ,Walter Bundchen Airport,-27.638299942,-54.339099884,1063,SA,BR,BR-RS,Horizontina,small_airport
HSB,KHSB,KHSB,Harrisburg-Raleigh Airport,37.81129837,-88.5503006,398,NA,US,US-IL,Harrisburg,small_airport
HSC,CN-0079,,Shaoguan Guitou Airport,24.9785995483,113.42099762,280,AS,CN,CN-44,Shaoguan,medium_airport
HSG,RJFS,RJFS,Saga Airport,33.149700164799995,130.302001953,6,AS,JP,JP-41,Saga,medium_airport
HSH,KHND,KHND,Henderson Executive Airport,35.9728012085,-115.134002686,2492,NA,US,US-NV,Las Vegas,small_airport
HSI,KHSI,KHSI,Hastings Municipal Airport,40.6053009033,-98.42790222170001,1961,NA,US,US-NE,Hastings,small_airport
HSJ,HSJ,,Shangjie Airport,34.842153,113.273983,450,AS,CN,CN-41,Zhengzhou,small_airport
HSK,LEHC,LEHC,Huesca/Pirineos Airport,42.076099,-0.316667,1769,EU,ES,ES-AR,Monflorite/Alcala del Obispo,small_airport
HSL,PAHL,PAHL,Huslia Airport,65.69789886,-156.3509979,220,NA,US,US-AK,Huslia,medium_airport
HSM,YHSM,YHSM,Horsham Airport,-36.669700622558594,142.17300415039062,445,OC,AU,AU-VIC,,medium_airport
HSN,ZSZS,ZSZS,Zhoushan Airport,29.9342002869,122.361999512,3,AS,CN,CN-33,Zhoushan,small_airport
HSP,KHSP,KHSP,Ingalls Field,37.95140076,-79.83390045,3793,NA,US,US-VA,Hot Springs,small_airport
HSS,VIHR,VIHR,Hissar Airport,29.179399490356445,75.75530242919922,700,AS,IN,IN-HR,,medium_airport
HST,KHST,KHST,Homestead ARB Airport,25.48859978,-80.38359833,5,NA,US,US-FL,Homestead,medium_airport
HSV,KHSV,KHSV,Huntsville International Carl T Jones Field,34.637199401855,-86.775100708008,629,NA,US,US-AL,Huntsville,large_airport
HSZ,RCPO,RCPO,Hsinchu Air Base,24.8180007935,120.939002991,26,AS,TW,TW-HSZ,Hsinchu City,medium_airport
HTA,UIAA,UIAA,Chita-Kadala Airport,52.026299,113.306,2272,EU,RU,RU-CHI,Chita,medium_airport
HTG,UOHH,UOHH,Khatanga Airport,71.97810363769531,102.49099731445312,95,AS,RU,RU-KYA,Khatanga,medium_airport
HTH,KHTH,KHTH,Hawthorne Industrial Airport,38.544399,-118.634002,4215,NA,US,US-NV,Hawthorne,small_airport
HTI,YBHM,YBHM,Hamilton Island Airport,-20.3581008911,148.95199585,15,OC,AU,AU-QLD,Hamilton Island,medium_airport
HTL,KHTL,KHTL,Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,1150,NA,US,US-MI,Houghton Lake,small_airport
HTM,HTM,ZMHG,Khatgal Airport,50.435988,100.139532,5500,AS,MN,MN-041,Hatgal,small_airport
HTN,ZWTN,ZWTN,Hotan Airport,37.03850173950195,79.86489868164062,4672,AS,CN,CN-65,Hotan,medium_airport
HTO,KHTO,KHTO,East Hampton Airport,40.95959854,-72.25180054,55,NA,US,US-NY,East Hampton,small_airport
HTR,RORH,RORH,Hateruma Airport,24.0589008331,123.805999756,43,AS,JP,JP-47,Hateruma,small_airport
HTS,KHTS,KHTS,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828,NA,US,US-WV,Huntington,large_airport
HTT,ZLHX,ZLHX,Huatugou Airport,38.201984,90.841495,2945,AS,CN,CN-63,Mengnai,medium_airport
HTU,YHPN,YHPN,Hopetoun Airport,-35.715301513671875,142.36000061035156,256,OC,AU,AU-VIC,,medium_airport
HTV,KUTS,KUTS,Huntsville Regional Airport,30.7469005585,-95.5871963501,363,NA,US,US-TX,Huntsville,medium_airport
HTW,KHTW,KHTW,Lawrence County Airpark,38.4193,-82.494301,568,NA,US,US-OH,Chesapeake/Huntington Wva,small_airport
HTY,LTDA,LTDA,Hatay Airport,36.36277771,36.282222747800006,269,AS,TR,TR-31,Hatay,medium_airport
HTZ,SKHC,SKHC,Hato Corozal Airport,6.15,-71.75,820,SA,CO,CO-CAS,Hato Corozal,small_airport
HUA,KHUA,KHUA,Redstone Army Air Field,34.67869949,-86.68479919,684,NA,US,US-AL,Redstone Arsnl Huntsville,medium_airport
HUB,YHBR,YHBR,Humbert River Airport,-16.489669799804688,130.63027954101562,,OC,AU,AU-NT,,small_airport
HUC,PR-HUC,,Humacao Airport,18.1380996704,-65.8013000488,33,NA,PR,PR-U-A,Humacao,small_airport
HUD,K0K7,0K7,Humboldt Municipal Airport,42.736099243199995,-94.2452011108,1093,NA,US,US-IA,Humboldt,small_airport
HUE,HAHU,HAHU,Humera Airport,14.25,36.58300018310547,1930,AF,ET,ET-TI,Humera,small_airport
HUF,KHUF,KHUF,Terre Haute Regional Airport Hulman Field,39.4515,-87.307602,589,NA,US,US-IN,Terre Haute,medium_airport
HUG,MGHT,MGHT,Huehuetenango Airport,15.327400207519531,-91.46240234375,6375,NA,GT,GT-HU,Huehuetenango,small_airport
HUH,NTTH,NTTH,Huahine-Fare Airport,-16.68720054626465,-151.02200317382812,7,OC,PF,PF-U-A,Fare,medium_airport
HUI,VVPB,VVPB,Phu Bai Airport,16.401500701899998,107.70300293,48,AS,VN,VN-56,Hue,medium_airport
HUJ,KHHW,KHHW,Stan Stamper Municipal Airport,34.03480148,-95.54190063,572,NA,US,US-OK,Hugo,small_airport
HUK,BW-HUK,FBHK,Hukuntsi Airport,-23.9897,21.758101,3720,AF,BW,BW-KG,Hukuntsi,small_airport
HUL,KHUL,KHUL,Houlton International Airport,46.1231002808,-67.792098999,489,NA,US,US-ME,Houlton,medium_airport
HUM,KHUM,KHUM,Houma Terrebonne Airport,29.5664997101,-90.6604003906,10,NA,US,US-LA,Houma,small_airport
HUN,RCYU,RCYU,Hualien Airport,24.023099899291992,121.61799621582031,52,AS,TW,TW-HUA,Hualien City,medium_airport
HUO,ZBHZ,ZBHZ,Holingol Huolinhe Airport,45.487222,119.407222,,AS,CN,CN-15,Holingol,medium_airport
HUQ,HLON,HLON,Hon Airport,29.1101,15.9656,919,AF,LY,LY-JU,,small_airport
HUS,PAHU,PAHU,Hughes Airport,66.04109955,-154.2630005,299,NA,US,US-AK,Hughes,small_airport
HUT,KHUT,KHUT,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,1543,NA,US,US-KS,Hutchinson,medium_airport
HUU,SPNC,SPNC,Alferez Fap David Figueroa Fernandini Airport,-9.878809928894043,-76.20480346679688,6070,SA,PE,PE-HUC,Huanuco,medium_airport
HUW,SWHT,SWHT,Humaita Airport,-7.532120227810001,-63.072101593,230,SA,BR,BR-AM,Humaita,small_airport
HUX,MMBT,MMBT,Bahias de Huatulco International Airport,15.7753,-96.262604,464,NA,MX,MX-OAX,Huatulco,medium_airport
HUY,EGNJ,EGNJ,Humberside Airport,53.57440185546875,-0.350832998752594,121,EU,GB,GB-ENG,Grimsby,medium_airport
HUZ,CN-0068,ZGHZ,Huizhou Airport,23.0499992371,114.599998474,50,AS,CN,CN-44,Huizhou,medium_airport
HVA,FMNL,FMNL,Analalava Airport,-14.62969970703125,47.76380157470703,345,AF,MG,MG-M,,medium_airport
HVB,YHBA,YHBA,Hervey Bay Airport,-25.3188991547,152.880004883,60,OC,AU,AU-QLD,Hervey Bay,medium_airport
HVD,ZMKD,ZMKD,Khovd Airport,47.9541015625,91.6281967163086,4898,AS,MN,MN-043,Khovd,medium_airport
HVE,KHVE,KHVE,Hanksville Airport,38.417999267599996,-110.70400238,4444,NA,US,US-UT,Hanksville,small_airport
HVG,ENHV,ENHV,Valan Airport,71.009696960449,25.983600616455,44,EU,NO,NO-20,Honningsvag,medium_airport
HVK,BIHK,BIHK,Holmavik Airport,65.70469665527344,-21.696399688720703,90,EU,IS,IS-4,Holmavik,small_airport
HVM,BIHV,BIHV,Krokstaoarmelar Airport,65.26640319824219,-20.846900939941406,164,EU,IS,IS-5,Hvammstangi,small_airport
HVN,KHVN,KHVN,Tweed New Haven Airport,41.26369858,-72.88680267,12,NA,US,US-CT,New Haven,medium_airport
HVR,KHVR,KHVR,Havre City County Airport,48.54299927,-109.762001,2591,NA,US,US-MT,Havre,medium_airport
HVS,KHVS,KHVS,Hartsville Regional Airport,34.4030990601,-80.11920166019999,364,NA,US,US-SC,Hartsville,small_airport
HWA,HWA,AYHU,Hawabango Airport,-7.392994,146.003487,4563,OC,PG,PG-GPK,Hawabango,small_airport
HWD,KHWD,KHWD,Hayward Executive Airport,37.659198761,-122.122001648,52,NA,US,US-CA,Hayward,small_airport
HWK,YHAW,YHAW,Wilpena Pound Airport,-31.855907440185547,138.46807861328125,321,OC,AU,AU-SA,Hawker,small_airport
HWN,FVWN,FVWN,Hwange National Park Airport,-18.629899978637695,27.020999908447266,3543,AF,ZW,ZW-MN,Hwange,medium_airport
HWO,KHWO,KHWO,North Perry Airport,26.0012,-80.2407,8,NA,US,US-FL,Hollywood,small_airport
HXD,ZLDL,ZLDL,Delingha Airport,37.125286,97.268658,9843,AS,CN,CN-63,Delingha,small_airport
HXX,YHAY,YHAY,Hay Airport,-34.53139877319336,144.8300018310547,305,OC,AU,AU-NSW,,medium_airport
HYA,KHYA,KHYA,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54,NA,US,US-MA,Hyannis,medium_airport
HYC,EGTB,EGTB,Wycombe Air Park,51.6116981506,-0.8083329796790001,515,EU,GB,GB-ENG,High Wycombe,small_airport
HYD,VOHS,VOHS,Rajiv Gandhi International Airport,17.231318,78.429855,2024,AS,IN,IN-TG,Hyderabad,large_airport
HYF,PG-HYF,AYHF,Hayfields Airport,-3.69838,143.057902,466,OC,PG,PG-ESW,Bainyik,small_airport
HYN,ZSLQ,ZSLQ,Huangyan Luqiao Airport,28.56220054626465,121.42900085449219,,AS,CN,CN-33,Huangyan,medium_airport
HYR,KHYR,KHYR,Sawyer County Airport,46.025199890100005,-91.44429779050002,1216,NA,US,US-WI,Hayward,medium_airport
HYS,KHYS,KHYS,Hays Regional Airport,38.84220123,-99.27320099,1999,NA,US,US-KS,Hays,medium_airport
HYV,EFHV,EFHV,Hyvinkaa Airfield,60.6543998718,24.8810997009,430,EU,FI,FI-ES,Hyvinkaa,small_airport
HZB,LFQT,LFQT,Merville-Calonne Airport,50.61840057373047,2.642240047454834,61,EU,FR,FR-HDF,Merville/Calonne,medium_airport
HZG,ZLHZ,ZLHZ,Hanzhong Chenggu Airport,33.134136,107.206014,,AS,CN,CN-61,Hanzhong,small_airport
HZH,ZUNP,ZUNP,Liping Airport,26.32217,109.1499,1620,AS,CN,CN-52,Liping,medium_airport
HZK,BIHU,BIHU,HÃºsavik Airport,65.952301,-17.426001,48,EU,IS,IS-6,HÃºsavik,medium_airport
HZL,KHZL,KHZL,Hazleton Municipal Airport,40.986801147499996,-75.9949035645,1603,NA,US,US-PA,Hazleton,small_airport
HZP,CYNR,CYNR,Fort Mackay / Horizon Airport,57.3816986084,-111.700996399,916,NA,CA,CA-AB,Fort Mackay,small_airport
HZV,ZA-0094,,Hazyview Airport,-25.050100326538086,31.131900787353516,1810,AF,ZA,ZA-MP,Hazyview,small_airport
IAA,UOII,UOII,Igarka Airport,67.43720245361328,86.62190246582031,82,AS,RU,RU-KYA,Igarka,medium_airport
IAB,KIAB,KIAB,Mc Connell Air Force Base,37.62189865,-97.26820374,1371,NA,US,US-KS,Wichita,medium_airport
IAD,KIAD,KIAD,Washington Dulles International Airport,38.94449997,-77.45580292,312,NA,US,US-DC,Washington,large_airport
IAG,KIAG,KIAG,Niagara Falls International Airport,43.1072998046875,-78.94619750976562,589,NA,US,US-NY,Niagara Falls,medium_airport
IAH,KIAH,KIAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,97,NA,US,US-TX,Houston,large_airport
IAL,AYIU,AYIU,Ialibu Airport,-6.2782,143.9944,6736,OC,PG,PG-SHM,Ialibu,small_airport
IAM,DAUZ,DAUZ,In Amenas Airport,28.0515,9.64291,1847,AF,DZ,DZ-33,Amenas,medium_airport
IAN,PAIK,PAIK,Bob Baker Memorial Airport,66.9759979248,-160.43699646,166,NA,US,US-AK,Kiana,medium_airport
IAO,RPNS,RPNS,Siargao Airport,9.8591,126.014,10,AS,PH,PH-SUN,Del Carmen,small_airport
IAQ,OI20,OI20,Bahregan Airport,29.840099,50.272701,20,AS,IR,IR-06,,small_airport
IAR,UUDL,UUDL,Tunoshna Airport,57.560699462890625,40.15739822387695,287,EU,RU,RU-YAR,,small_airport
IAS,LRIA,LRIA,IaÅŸi Airport,47.17850112915039,27.6205997467041,397,EU,RO,RO-IS,IaÅŸi,medium_airport
IBA,DNIB,DNIB,Ibadan Airport,7.362460136413574,3.97832989692688,725,AF,NG,NG-OY,Ibadan,medium_airport
IBB,SEII,SEII,General Villamil Airport,-0.942628026009,-90.9530029297,35,SA,EC,EC-W,Isabela,small_airport
IBE,SKIB,SKIB,Perales Airport,4.42161,-75.1333,2999,SA,CO,CO-TOL,Ibague,medium_airport
IBI,IBI,,Iboki Airport,-5.5536,149.19,13,OC,PG,PG-WBK,Iboki,small_airport
IBL,IBL,,Indigo Bay Lodge Airport,-21.708,35.452801,20,AF,MZ,MZ-I,Bazaruto Island,medium_airport
IBO,MZ-0012,FQIB,Ibo Airport,-12.350174,40.602297,27,AF,MZ,MZ-P,Ibo,small_airport
IBP,SPBR,SPBR,Iberia Airport,-11.411600112915039,-69.48870086669922,750,SA,PE,PE-MDD,Iberia,medium_airport
IBR,RJAH,RJAH,Ibaraki Airport / JASDF Hyakuri Air Base,36.181099,140.414993,105,AS,JP,JP-08,Omitama,medium_airport
IBZ,LEIB,LEIB,Ibiza Airport,38.872898101800004,1.3731199502899998,24,EU,ES,ES-PM,Ibiza,medium_airport
ICA,SVIC,SVIC,IcabarÃº Airport,4.336319923400879,-61.739601135253906,1574,SA,VE,VE-F,,small_airport
ICC,SVIE,SVIE,Andres Miguel Salazar Marcano Airport,10.794432,-63.98159,10,SA,VE,VE-O,Isla de Coche,small_airport
ICI,NFCI,NFCI,Cicia Airport,-17.7432994843,-179.341995239,13,OC,FJ,FJ-E,Cicia,small_airport
ICK,SMNI,SMNI,Nieuw Nickerie Airport,5.955560207366943,-57.039398193359375,9,SA,SR,SR-NI,Nieuw Nickerie,small_airport
ICL,KICL,KICL,Schenck Field,40.72180176,-95.02639771,996,NA,US,US-IA,Clarinda,small_airport
ICN,RKSI,RKSI,Incheon International Airport,37.46910095214844,126.45099639892578,23,AS,KR,KR-28,Seoul,large_airport
ICO,ICO,,Sicogon Airstrip,11.4595,123.2506,25,AS,PH,PH-ILI,Sicogon Island,small_airport
ICR,MUNC,MUNC,Nicaro Airport,20.688600540161133,-75.53150177001953,26,NA,CU,CU-11,Nicaro,small_airport
ICS,KU70,KU70,Cascade Airport,44.4938011169,-116.01599884,4742,NA,US,US-ID,Cascade,small_airport
ICT,KICT,KICT,Wichita Eisenhower National Airport,37.649899,-97.433098,1333,NA,US,US-KS,Wichita,large_airport
ICY,19AK,19AK,Icy Bay Airport,59.96900177,-141.662002563,50,NA,US,US-AK,Icy Bay,small_airport
IDA,KIDA,KIDA,Idaho Falls Regional Airport,43.514599,-112.070999,4744,NA,US,US-ID,Idaho Falls,medium_airport
IDB,ESUE,ESUE,Idre Airport,61.86970138549805,12.689399719238281,,EU,SE,SE-W,Idre,small_airport
IDF,FZCB,FZCB,Idiofa Airport,-5,19.600000381469727,2299,AF,CD,CD-BN,Idiofa,small_airport
IDH,KS80,KGIC,Idaho County Airport,45.9426,-116.123001,3314,NA,US,US-ID,Grangeville,small_airport
IDI,KIDI,KIDI,Indiana County/Jimmy Stewart Fld/ Airport,40.63219833,-79.10549927,1405,NA,US,US-PA,Indiana,small_airport
IDK,YIDK,YIDK,Indulkana Airport,-26.966699600219727,133.3249969482422,401,OC,AU,AU-SA,,small_airport
IDN,IDN,AYID,Indagen Airport,-6.22663,147.244,5788,OC,PG,PG-MPL,Indagen,small_airport
IDO,SWIY,SWIY,Santa Izabel do Morro Airport,-11.57229995727539,-50.66619873046875,647,SA,BR,BR-TO,Cristalândia,small_airport
IDP,KIDP,KIDP,Independence Municipal Airport,37.1584014893,-95.77839660640001,825,NA,US,US-KS,Independence,small_airport
IDR,VAID,VAID,Devi Ahilyabai Holkar Airport,22.7217998505,75.8011016846,1850,AS,IN,IN-MP,Indore,medium_airport
IDY,LFEY,LFEY,Île d'Yeu Airport,46.71860122680664,-2.3911099433898926,79,EU,FR,FR-PDL,Île d'Yeu,medium_airport
IEG,EPZG,EPZG,Zielona Gora-Babimost Airport,52.138500213600004,15.7986001968,194,EU,PL,PL-LB,Babimost,medium_airport
IEJ,RORE,RORE,Ie Jima Airport,26.7220001221,127.785003662,246,AS,JP,JP-47,Ie,medium_airport
IES,EDAU,EDAU,Riesa-Gohlis Airport,51.2936096191,13.3561105728,322,EU,DE,DE-SN,Riesa,small_airport
IEV,UKKK,UKKK,Kiev Zhuliany International Airport,50.40194,30.45194,587,EU,UA,UA-32,Kiev,medium_airport
IFA,KIFA,KIFA,Iowa Falls Municipal Airport,42.4707984924,-93.2699966431,1137,NA,US,US-IA,Iowa Falls,small_airport
IFF,YIFY,YIFY,Iffley Airport,-18.899999618530273,141.2169952392578,43,OC,AU,AU-QLD,,small_airport
IFH,OIFE,OIFE,Hesa Airport,32.92890167236328,51.561100006103516,5256,AS,IR,IR-04,Hesa,small_airport
IFJ,BIIS,BIIS,Ãsafjorour Airport,66.05809783935547,-23.135299682617188,8,EU,IS,IS-4,Ãsafjorour,medium_airport
IFL,YIFL,YIFL,Innisfail Airport,-17.55940055847168,146.01199340820312,46,OC,AU,AU-QLD,,small_airport
IFN,OIFM,OIFM,Esfahan Shahid Beheshti International Airport,32.75080108642578,51.86130142211914,5059,AS,IR,IR-04,Isfahan,medium_airport
IFO,UKLI,UKLI,Ivano-Frankivsk International Airport,48.88420104980469,24.686100006103516,919,EU,UA,UA-26,Ivano-Frankivsk,medium_airport
IFP,KIFP,KIFP,Laughlin Bullhead International Airport,35.15739822,-114.5599976,701,NA,US,US-AZ,Bullhead City,small_airport
IFU,VREI,VREI,Ifuru Airport,5.7083,73.025,20,AS,MV,MV-13,Ifuru Island,small_airport
IGA,MYIG,MYIG,Inagua Airport,20.975000381469727,-73.66690063476562,8,NA,BS,BS-IN,Matthew Town,medium_airport
IGB,SAVJ,SAVJ,Cabo F.A.A. H. R. Bordon Airport,-41.320899963399995,-69.5748977661,2925,SA,AR,AR-R,Ingeniero Jacobacci,small_airport
IGD,TR-0026,LTCT,IÄŸdÄ±r Airport,39.9766273499,43.8766479492,3101,AS,TR,TR-76,IÄŸdÄ±r,medium_airport
IGE,FOOI,FOOI,Tchongorove Airport,-1.9223,9.3092,48,AF,GA,GA-8,Iguela,small_airport
